route_id,airport_from,airport_to,distance_km,default_price
9963,52,178,1684,104
9964,52,179,1977,119
9965,52,180,656,59
9966,52,181,632,58
9967,52,182,620,57
9968,52,183,660,60
9969,52,184,622,57
9970,52,185,581,55
9971,52,186,835,62
9972,52,187,1035,72
9973,52,188,768,66
9974,52,189,1086,74
9975,52,190,870,63
9976,52,191,811,61
9977,52,192,890,65
9978,52,193,958,68
9979,53,1,1540,97
9980,53,2,1627,101
9981,53,3,1407,90
9982,53,4,1407,90
9983,53,5,2979,169
9984,53,6,2900,165
9985,53,7,769,66
9986,53,8,683,61
9987,53,9,715,63
9988,53,10,834,62
9989,53,11,3320,186
9990,53,12,3118,176
9991,53,13,1187,79
9992,53,14,1409,90
9993,53,15,929,66
9994,53,16,483,49
9995,53,17,518,51
9996,53,18,464,48
9997,53,19,1249,82
9998,53,20,1287,84
9999,53,21,1102,75
10000,53,22,1568,98
10001,53,23,1746,107
10002,53,24,1784,109
10003,53,25,980,69
10004,53,26,1214,81
10005,53,27,1374,89
10006,53,28,2785,159
10007,53,29,2742,157
10008,53,30,491,49
10009,53,31,682,61
10010,53,32,712,63
10011,53,33,280,40
10012,53,34,300,41
10013,53,35,241,37
10014,53,36,1114,76
10015,53,37,1161,78
10016,53,38,1172,79
10017,53,39,1065,73
10018,53,40,1678,104
10019,53,41,730,64
10020,53,42,762,66
10021,53,43,716,63
10022,53,44,1186,79
10023,53,45,947,67
10024,53,46,1279,84
10025,53,47,1249,82
10026,53,48,2904,165
10027,53,49,2694,155
10028,53,50,275,39
10029,53,51,600,56
10030,53,52,412,45
10031,53,54,340,40
10032,53,55,364,42
10033,53,56,552,53
10034,53,57,132,29
10035,53,58,466,48
10036,53,59,2046,122
10037,53,60,1754,108
10038,53,61,2353,138
10039,53,62,2295,135
10040,53,63,2373,139
10041,53,64,1731,107
10042,53,65,2062,123
10043,53,66,951,68
10044,53,67,1068,73
10045,53,68,926,66
10046,53,69,2173,129
10047,53,70,2043,122
10048,53,71,1874,114
10049,53,72,2272,134
10050,53,73,1076,74
10051,53,74,1260,83
10052,53,75,1265,83
10053,53,76,1237,82
10054,53,77,1318,86
10055,53,78,1326,86
10056,53,79,1330,86
10057,53,80,894,65
10058,53,81,912,66
10059,53,82,885,64
10060,53,83,920,66
10061,53,84,902,65
10062,53,85,1453,93
10063,53,86,1016,71
10064,53,87,953,68
10065,53,88,1734,107
10066,53,89,1839,112
10067,53,90,1028,71
10068,53,91,1478,94
10069,53,92,918,66
10070,53,93,1106,75
10071,53,94,1096,75
10072,53,95,1416,91
10073,53,96,1561,98
10074,53,97,903,65
10075,53,98,1476,94
10076,53,99,959,68
10077,53,100,778,67
10078,53,101,839,62
10079,53,102,693,62
10080,53,103,1004,70
10081,53,104,928,66
10082,53,105,759,66
10083,53,106,517,51
10084,53,107,2006,120
10085,53,108,1536,97
10086,53,109,1406,90
10087,53,110,1429,91
10088,53,111,1406,90
10089,53,112,380,43
10090,53,113,418,45
10091,53,114,417,45
10092,53,115,1559,98
10093,53,116,1601,100
10094,53,117,734,64
10095,53,118,796,68
10096,53,119,643,59
10097,53,120,756,65
10098,53,121,726,64
10099,53,122,781,67
10100,53,123,547,53
10101,53,124,562,54
10102,53,125,478,49
10103,53,126,325,40
10104,53,127,715,63
10105,53,128,904,65
10106,53,129,915,66
10107,53,130,2200,130
10108,53,131,1958,118
10109,53,132,2308,135
10110,53,133,3148,177
10111,53,134,3242,182
10112,53,135,1542,97
10113,53,136,1236,82
10114,53,137,1693,105
10115,53,138,1439,92
10116,53,139,1086,74
10117,53,140,1233,82
10118,53,141,1438,92
10119,53,142,1338,87
10120,53,143,791,67
10121,53,144,960,68
10122,53,145,875,64
10123,53,146,884,64
10124,53,147,893,65
10125,53,148,893,65
10126,53,149,1782,109
10127,53,150,1493,95
10128,53,151,1761,108
10129,53,152,2192,130
10130,53,153,1887,114
10131,53,154,2177,129
10132,53,155,1488,94
10133,53,156,1563,98
10134,53,157,1659,103
10135,53,158,1945,117
10136,53,159,827,61
10137,53,160,803,60
10138,53,161,471,48
10139,53,162,304,38
10140,53,163,716,63
10141,53,164,693,62
10142,53,165,868,63
10143,53,166,694,62
10144,53,167,768,66
10145,53,168,1961,118
10146,53,169,2023,121
10147,53,170,2290,134
10148,53,171,2151,128
10149,53,172,2456,143
10150,53,173,2376,139
10151,53,174,2273,134
10152,53,175,1476,94
10153,53,176,1444,92
10154,53,177,1052,73
10155,53,178,1676,104
10156,53,179,1850,113
10157,53,180,747,65
10158,53,181,745,65
10159,53,182,686,61
10160,53,183,725,64
10161,53,184,713,63
10162,53,185,669,60
10163,53,186,813,61
10164,53,187,896,65
10165,53,188,797,68
10166,53,189,960,68
10167,53,190,852,63
10168,53,191,897,65
10169,53,192,775,66
10170,53,193,1326,86
10171,54,1,1479,94
10172,54,2,1550,98
10173,54,3,1075,74
10174,54,4,1075,74
10175,54,5,3137,177
10176,54,6,3062,173
10177,54,7,790,67
10178,54,8,595,56
10179,54,9,558,53
10180,54,10,792,68
10181,54,11,3509,195
10182,54,12,3274,184
10183,54,13,1464,93
10184,54,14,1667,103
10185,54,15,1200,80
10186,54,16,166,32
10187,54,17,187,33
10188,54,18,161,31
10189,54,19,1200,80
10190,54,20,1220,81
10191,54,21,1053,73
10192,54,22,1580,99
10193,54,23,1819,111
10194,54,24,1844,112
10195,54,25,922,66
10196,54,26,1121,76
10197,54,27,1304,85
10198,54,28,2819,161
10199,54,29,2764,158
10200,54,30,545,53
10201,54,31,747,65
10202,54,32,823,61
10203,54,33,620,57
10204,54,34,612,57
10205,54,35,520,51
10206,54,36,1452,93
10207,54,37,1492,95
10208,54,38,1512,96
10209,54,39,1405,90
10210,54,40,2007,120
10211,54,41,394,44
10212,54,42,425,46
10213,54,43,389,43
10214,54,44,880,64
10215,54,45,631,58
10216,54,46,943,67
10217,54,47,909,65
10218,54,48,3080,174
10219,54,49,2851,163
10220,54,50,479,49
10221,54,51,487,49
10222,54,52,189,33
10223,54,53,340,40
10224,54,55,54,24
10225,54,56,338,40
10226,54,57,240,37
10227,54,58,365,42
10228,54,59,2005,120
10229,54,60,1729,106
10230,54,61,2304,135
10231,54,62,2235,132
10232,54,63,2365,138
10233,54,64,1651,103
10234,54,65,1988,119
10235,54,66,1002,70
10236,54,67,1155,78
10237,54,68,915,66
10238,54,69,2219,131
10239,54,70,2131,127
10240,54,71,1972,119
10241,54,72,2348,137
10242,54,73,918,66
10243,54,74,1058,73
10244,54,75,1087,74
10245,54,76,1093,75
10246,54,77,1127,76
10247,54,78,1134,77
10248,54,79,1145,77
10249,54,80,646,59
10250,54,81,676,61
10251,54,82,661,60
10252,54,83,764,66
10253,54,84,744,65
10254,54,85,1293,85
10255,54,86,823,61
10256,54,87,680,61
10257,54,88,1539,97
10258,54,89,1670,103
10259,54,90,780,67
10260,54,91,1364,88
10261,54,92,723,63
10262,54,93,888,64
10263,54,94,896,65
10264,54,95,1174,79
10265,54,96,1462,93
10266,54,97,783,67
10267,54,98,1451,93
10268,54,99,1283,84
10269,54,100,1104,75
10270,54,101,1171,79
10271,54,102,445,47
10272,54,103,1295,85
10273,54,104,1225,81
10274,54,105,1079,74
10275,54,106,190,33
10276,54,107,1822,111
10277,54,108,1682,104
10278,54,109,1562,98
10279,54,110,1372,89
10280,54,111,1341,87
10281,54,112,179,33
10282,54,113,178,32
10283,54,114,81,26
10284,54,115,1534,97
10285,54,116,1552,98
10286,54,117,1028,71
10287,54,118,1007,70
10288,54,119,848,62
10289,54,120,984,69
10290,54,121,964,68
10291,54,122,929,66
10292,54,123,707,62
10293,54,124,859,63
10294,54,125,704,62
10295,54,126,609,57
10296,54,127,870,64
10297,54,128,1111,76
10298,54,129,1084,74
10299,54,130,1863,113
10300,54,131,1626,101
10301,54,132,1968,118
10302,54,133,2816,161
10303,54,134,2953,168
10304,54,135,1619,101
10305,54,136,1331,87
10306,54,137,1791,110
10307,54,138,1580,99
10308,54,139,919,66
10309,54,140,1237,82
10310,54,141,1439,92
10311,54,142,1327,86
10312,54,143,828,61
10313,54,144,1077,74
10314,54,145,992,70
10315,54,146,797,68
10316,54,147,844,62
10317,54,148,844,62
10318,54,149,1442,92
10319,54,150,1167,78
10320,54,151,1427,91
10321,54,152,1854,113
10322,54,153,1555,98
10323,54,154,1837,112
10324,54,155,1149,77
10325,54,156,1225,81
10326,54,157,1342,87
10327,54,158,1613,101
10328,54,159,1165,78
10329,54,160,1141,77
10330,54,161,794,68
10331,54,162,644,59
10332,54,163,1055,73
10333,54,164,445,47
10334,54,165,564,54
10335,54,166,415,45
10336,54,167,490,49
10337,54,168,2015,121
10338,54,169,2078,124
10339,54,170,2370,139
10340,54,171,2152,128
10341,54,172,2482,144
10342,54,173,2379,139
10343,54,174,2269,133
10344,54,175,1696,105
10345,54,176,1664,103
10346,54,177,1226,81
10347,54,178,1826,111
10348,54,179,2081,124
10349,54,180,503,50
10350,54,181,486,49
10351,54,182,457,47
10352,54,183,499,50
10353,54,184,468,48
10354,54,185,423,45
10355,54,186,657,59
10356,54,187,847,62
10357,54,188,600,56
10358,54,189,899,65
10359,54,190,694,62
10360,54,191,661,60
10361,54,192,702,62
10362,54,193,1134,77
10363,55,1,1427,91
10364,55,2,1498,95
10365,55,3,1044,72
10366,55,4,1044,72
10367,55,5,3105,175
10368,55,6,3029,171
10369,55,7,748,65
10370,55,8,546,53
10371,55,9,505,50
10372,55,10,744,65
10373,55,11,3481,194
10374,55,12,3241,182
10375,55,13,1456,93
10376,55,14,1653,103
10377,55,15,1192,80
10378,55,16,187,33
10379,55,17,195,34
10380,55,18,192,33
10381,55,19,1150,77
10382,55,20,1169,78
10383,55,21,1004,70
10384,55,22,1533,97
10385,55,23,1777,109
10386,55,24,1801,110
10387,55,25,872,64
10388,55,26,1068,73
10389,55,27,1253,83
10390,55,28,2773,159
10391,55,29,2717,156
10392,55,30,512,51
10393,55,31,710,63
10394,55,32,792,68
10395,55,33,644,59
10396,55,34,647,59
10397,55,35,559,54
10398,55,36,1468,93
10399,55,37,1502,95
10400,55,38,1530,97
10401,55,39,1428,91
10402,55,40,2039,122
10403,55,41,389,43
10404,55,42,418,45
10405,55,43,392,44
10406,55,44,838,62
10407,55,45,592,55
10408,55,46,915,66
10409,55,47,892,65
10410,55,48,3050,172
10411,55,49,2818,161
10412,55,50,471,48
10413,55,51,437,46
10414,55,52,137,30
10415,55,53,364,42
10416,55,54,54,24
10417,55,56,285,40
10418,55,57,250,37
10419,55,58,319,39
10420,55,59,1954,118
10421,55,60,1679,104
10422,55,61,2253,133
10423,55,62,2183,129
10424,55,63,2316,136
10425,55,64,1599,100
10426,55,65,1936,117
10427,55,66,962,68
10428,55,67,1118,76
10429,55,68,870,63
10430,55,69,2272,134
10431,55,70,2185,129
10432,55,71,2026,121
10433,55,72,2402,140
10434,55,73,960,68
10435,55,74,1092,75
10436,55,75,1125,76
10437,55,76,1135,77
10438,55,77,1163,78
10439,55,78,1081,74
10440,55,79,1091,75
10441,55,80,594,56
10442,55,81,623,57
10443,55,82,608,56
10444,55,83,710,63
10445,55,84,690,61
10446,55,85,1239,82
10447,55,86,769,66
10448,55,87,631,58
10449,55,88,1486,94
10450,55,89,1616,101
10451,55,90,729,64
10452,55,91,1311,86
10453,55,92,669,60
10454,55,93,835,62
10455,55,94,842,62
10456,55,95,1123,76
10457,55,96,1409,90
10458,55,97,730,64
10459,55,98,1402,90
10460,55,99,1290,85
10461,55,100,1113,76
10462,55,101,1183,79
10463,55,102,392,44
10464,55,103,1291,85
10465,55,104,1224,81
10466,55,105,1085,74
10467,55,106,154,31
10468,55,107,1768,108
10469,55,108,1650,102
10470,55,109,1531,97
10471,55,110,1321,86
10472,55,111,1290,84
10473,55,112,230,36
10474,55,113,224,36
10475,55,114,97,27
10476,55,115,1485,94
10477,55,116,1501,95
10478,55,117,1068,73
10479,55,118,1056,73
10480,55,119,897,65
10481,55,120,969,68
10482,55,121,950,67
10483,55,122,901,65
10484,55,123,684,61
10485,55,124,859,63
10486,55,125,692,62
10487,55,126,610,57
10488,55,127,844,62
10489,55,128,1091,75
10490,55,129,1057,73
10491,55,130,1852,113
10492,55,131,1619,101
10493,55,132,1952,118
10494,55,133,2808,160
10495,55,134,2964,168
10496,55,135,1578,99
10497,55,136,1293,85
10498,55,137,1752,108
10499,55,138,1547,97
10500,55,139,865,63
10501,55,140,1190,80
10502,55,141,1391,90
10503,55,142,1280,84
10504,55,143,788,67
10505,55,144,1043,72
10506,55,145,959,68
10507,55,146,746,65
10508,55,147,795,68
10509,55,148,795,68
10510,55,149,1422,91
10511,55,150,1133,77
10512,55,151,1397,90
10513,55,152,1829,111
10514,55,153,1524,96
10515,55,154,1816,111
10516,55,155,1134,77
10517,55,156,1200,80
10518,55,157,1304,85
10519,55,158,1582,99
10520,55,159,1191,80
10521,55,160,1167,78
10522,55,161,827,61
10523,55,162,665,60
10524,55,163,1080,74
10525,55,164,392,44
10526,55,165,520,51
10527,55,166,365,42
10528,55,167,440,46
10529,55,168,1971,119
10530,55,169,2034,122
10531,55,170,2329,136
10532,55,171,2104,125
10533,55,172,2435,142
10534,55,173,2331,137
10535,55,174,2220,131
10536,55,175,1675,104
10537,55,176,1643,102
10538,55,177,1200,80
10539,55,178,1794,110
10540,55,179,2062,123
10541,55,180,535,52
10542,55,181,515,51
10543,55,182,494,50
10544,55,183,535,52
10545,55,184,500,50
10546,55,185,457,47
10547,55,186,701,62
10548,55,187,898,65
10549,55,188,640,58
10550,55,189,949,67
10551,55,190,737,64
10552,55,191,692,62
10553,55,192,753,65
10554,55,193,1081,74
10555,56,1,1155,78
10556,56,2,1221,81
10557,56,3,932,67
10558,56,4,932,67
10559,56,5,2927,166
10560,56,6,2854,163
10561,56,7,548,53
10562,56,8,298,41
10563,56,9,224,36
10564,56,10,502,50
10565,56,11,3325,186
10566,56,12,3061,173
10567,56,13,1428,91
10568,56,14,1594,100
10569,56,15,1170,78
10570,56,16,420,45
10571,56,17,397,44
10572,56,18,440,46
10573,56,19,885,64
10574,56,20,898,65
10575,56,21,743,65
10576,56,22,1287,84
10577,56,23,1559,98
10578,56,24,1575,99
10579,56,25,613,57
10580,56,26,791,67
10581,56,27,979,69
10582,56,28,2525,146
10583,56,29,2464,143
10584,56,30,398,44
10585,56,31,550,53
10586,56,32,657,59
10587,56,33,806,60
10588,56,34,852,63
10589,56,35,785,67
10590,56,36,1564,98
10591,56,37,1569,98
10592,56,38,1639,102
10593,56,39,1557,98
10594,56,40,2208,130
10595,56,41,491,49
10596,56,42,504,50
10597,56,43,526,52
10598,56,44,660,60
10599,56,45,455,47
10600,56,46,827,61
10601,56,47,871,64
10602,56,48,2886,164
10603,56,49,2642,152
10604,56,50,509,51
10605,56,51,193,34
10606,56,52,157,31
10607,56,53,552,53
10608,56,54,338,40
10609,56,55,285,40
10610,56,57,421,45
10611,56,58,162,31
10612,56,59,1684,104
10613,56,60,1416,91
10614,56,61,1978,119
10615,56,62,1906,115
10616,56,63,2054,123
10617,56,64,1321,86
10618,56,65,1657,103
10619,56,66,761,66
10620,56,67,932,67
10621,56,68,636,58
10622,56,69,2555,148
10623,56,70,2469,143
10624,56,71,2311,136
10625,56,72,2687,154
10626,56,73,1204,80
10627,56,74,1307,85
10628,56,75,1353,88
10629,56,76,1381,89
10630,56,77,1383,89
10631,56,78,801,60
10632,56,79,810,61
10633,56,80,342,41
10634,56,81,361,42
10635,56,82,337,40
10636,56,83,426,46
10637,56,84,406,44
10638,56,85,955,68
10639,56,86,488,49
10640,56,87,406,44
10641,56,88,1208,80
10642,56,89,1334,87
10643,56,90,476,49
10644,56,91,1028,71
10645,56,92,387,43
10646,56,93,564,54
10647,56,94,564,54
10648,56,95,866,63
10649,56,96,1128,76
10650,56,97,452,47
10651,56,98,1143,77
10652,56,99,1347,87
10653,56,100,1183,79
10654,56,101,1267,83
10655,56,102,145,30
10656,56,103,1289,84
10657,56,104,1236,82
10658,56,105,1142,77
10659,56,106,243,37
10660,56,107,1489,94
10661,56,108,1485,94
10662,56,109,1377,89
10663,56,110,1052,73
10664,56,111,1018,71
10665,56,112,512,51
10666,56,113,498,50
10667,56,114,350,41
10668,56,115,1224,81
10669,56,116,1232,82
10670,56,117,1286,84
10671,56,118,1317,86
10672,56,119,1158,78
10673,56,120,918,66
10674,56,121,910,66
10675,56,122,782,67
10676,56,123,612,57
10677,56,124,900,65
10678,56,125,680,61
10679,56,126,674,60
10680,56,127,739,64
10681,56,128,1007,70
10682,56,129,941,67
10683,56,130,1836,112
10684,56,131,1631,102
10685,56,132,1904,115
10686,56,133,2801,160
10687,56,134,3053,173
10688,56,135,1367,88
10689,56,136,1104,75
10690,56,137,1550,97
10691,56,138,1382,89
10692,56,139,581,55
10693,56,140,949,67
10694,56,141,1143,77
10695,56,142,1029,71
10696,56,143,594,56
10697,56,144,884,64
10698,56,145,809,60
10699,56,146,480,49
10700,56,147,545,53
10701,56,148,545,53
10702,56,149,1362,88
10703,56,150,995,70
10704,56,151,1282,84
10705,56,152,1740,107
10706,56,153,1399,90
10707,56,154,1750,108
10708,56,155,1113,76
10709,56,156,1121,76
10710,56,157,1139,77
10711,56,158,1456,93
10712,56,159,1343,87
10713,56,160,1315,86
10714,56,161,1019,71
10715,56,162,812,61
10716,56,163,1231,82
10717,56,164,145,30
10718,56,165,360,42
10719,56,166,176,32
10720,56,167,236,37
10721,56,168,1740,107
10722,56,169,1802,110
10723,56,170,2107,125
10724,56,171,1846,112
10725,56,172,2185,129
10726,56,173,2073,124
10727,56,174,1960,118
10728,56,175,1574,99
10729,56,176,1543,97
10730,56,177,1078,74
10731,56,178,1629,101
10732,56,179,1962,118
10733,56,180,758,65
10734,56,181,728,64
10735,56,182,732,64
10736,56,183,769,66
10737,56,184,726,64
10738,56,185,688,61
10739,56,186,957,68
10740,56,187,1176,79
10741,56,188,881,64
10742,56,189,1224,81
10743,56,190,990,70
10744,56,191,905,65
10745,56,192,1029,71
10746,56,193,801,60
10747,57,1,1443,92
10748,57,2,1527,96
10749,57,3,1285,84
10750,57,4,1285,84
10751,57,5,2965,168
10752,57,6,2887,164
10753,57,7,689,61
10754,57,8,571,54
10755,57,9,591,55
10756,57,10,736,64
10757,57,11,3321,186
10758,57,12,3103,175
10759,57,13,1233,82
10760,57,14,1444,92
10761,57,15,971,69
10762,57,16,399,44
10763,57,17,426,46
10764,57,18,387,43
10765,57,19,1154,78
10766,57,20,1187,79
10767,57,21,1005,70
10768,57,22,1493,95
10769,57,23,1694,105
10770,57,24,1728,106
10771,57,25,880,64
10772,57,26,1107,75
10773,57,27,1274,84
10774,57,28,2722,156
10775,57,29,2675,154
10776,57,30,413,45
10777,57,31,616,57
10778,57,32,665,60
10779,57,33,401,44
10780,57,34,432,46
10781,57,35,367,42
10782,57,36,1218,81
10783,57,37,1254,83
10784,57,38,1281,84
10785,57,39,1181,79
10786,57,40,1805,110
10787,57,41,633,58
10788,57,42,664,60
10789,57,43,628,58
10790,57,44,1057,73
10791,57,45,821,61
10792,57,46,1160,78
10793,57,47,1141,77
10794,57,48,2898,165
10795,57,49,2679,154
10796,57,50,260,38
10797,57,51,481,49
10798,57,52,281,40
10799,57,53,132,29
10800,57,54,240,37
10801,57,55,250,37
10802,57,56,421,45
10803,57,58,344,41
10804,57,59,1957,118
10805,57,60,1668,103
10806,57,61,2263,133
10807,57,62,2201,130
10808,57,63,2295,135
10809,57,64,1630,102
10810,57,65,1964,118
10811,57,66,885,64
10812,57,67,1017,71
10813,57,68,839,62
10814,57,69,2252,133
10815,57,70,2135,127
10816,57,71,1969,118
10817,57,72,2361,138
10818,57,73,1076,74
10819,57,74,1243,82
10820,57,75,1258,83
10821,57,76,1244,82
10822,57,77,1306,85
10823,57,78,1201,80
10824,57,79,1205,80
10825,57,80,763,66
10826,57,81,781,67
10827,57,82,755,65
10828,57,83,798,68
10829,57,84,779,67
10830,57,85,1333,87
10831,57,86,889,64
10832,57,87,821,61
10833,57,88,1609,100
10834,57,89,1718,106
10835,57,90,897,65
10836,57,91,1368,88
10837,57,92,791,67
10838,57,93,977,69
10839,57,94,969,68
10840,57,95,1285,84
10841,57,96,1455,93
10842,57,97,788,67
10843,57,98,1389,89
10844,57,99,1044,72
10845,57,100,865,63
10846,57,101,934,67
10847,57,102,562,54
10848,57,103,1060,73
10849,57,104,989,69
10850,57,105,839,62
10851,57,106,399,44
10852,57,107,1883,114
10853,57,108,1513,96
10854,57,109,1387,89
10855,57,110,1333,87
10856,57,111,1307,85
10857,57,112,335,40
10858,57,113,363,42
10859,57,114,321,39
10860,57,115,1473,94
10861,57,116,1508,95
10862,57,117,865,63
10863,57,118,914,66
10864,57,119,758,65
10865,57,120,769,66
10866,57,121,745,65
10867,57,122,752,65
10868,57,123,519,51
10869,57,124,621,57
10870,57,125,485,49
10871,57,126,372,42
10872,57,127,689,61
10873,57,128,907,65
10874,57,129,898,65
10875,57,130,2101,125
10876,57,131,1865,113
10877,57,132,2201,130
10878,57,133,3055,173
10879,57,134,3184,179
10880,57,135,1490,95
10881,57,136,1189,79
10882,57,137,1650,103
10883,57,138,1413,91
10884,57,139,963,68
10885,57,140,1153,78
10886,57,141,1359,88
10887,57,142,1255,83
10888,57,143,717,63
10889,57,144,920,66
10890,57,145,834,62
10891,57,146,775,67
10892,57,147,794,68
10893,57,148,794,68
10894,57,149,1671,104
10895,57,150,1368,88
10896,57,151,1639,102
10897,57,152,2077,124
10898,57,153,1764,108
10899,57,154,2066,123
10900,57,155,1383,89
10901,57,156,1447,92
10902,57,157,1531,97
10903,57,158,1822,111
10904,57,159,949,67
10905,57,160,924,66
10906,57,161,602,56
10907,57,162,418,45
10908,57,163,838,62
10909,57,164,562,54
10910,57,165,739,64
10911,57,166,563,54
10912,57,167,637,58
10913,57,168,1902,115
10914,57,169,1965,118
10915,57,170,2242,132
10916,57,171,2075,124
10917,57,172,2389,139
10918,57,173,2302,135
10919,57,174,2196,130
10920,57,175,1489,94
10921,57,176,1457,93
10922,57,177,1039,72
10923,57,178,1656,103
10924,57,179,1870,114
10925,57,180,705,62
10926,57,181,696,62
10927,57,182,649,59
10928,57,183,690,61
10929,57,184,670,60
10930,57,185,625,57
10931,57,186,810,60
10932,57,187,934,67
10933,57,188,776,67
10934,57,189,995,70
10935,57,190,848,62
10936,57,191,861,63
10937,57,192,802,60
10938,57,193,1201,80
10939,58,1,1123,76
10940,58,2,1200,80
10941,58,3,1091,75
10942,58,4,1091,75
10943,58,5,2805,160
10944,58,6,2731,157
10945,58,7,433,46
10946,58,8,237,37
10947,58,9,250,37
10948,58,10,428,46
10949,58,11,3193,180
10950,58,12,2940,167
10951,58,13,1266,83
10952,58,14,1435,92
10953,58,15,1008,70
10954,58,16,495,50
10955,58,17,486,49
10956,58,18,506,50
10957,58,19,840,62
10958,58,20,865,63
10959,58,21,692,62
10960,58,22,1215,81
10961,58,23,1461,93
10962,58,24,1483,94
10963,58,25,562,54
10964,58,26,774,66
10965,58,27,951,68
10966,58,28,2455,143
10967,58,29,2399,140
10968,58,30,239,37
10969,58,31,411,45
10970,58,32,510,51
10971,58,33,689,61
10972,58,34,757,65
10973,58,35,706,62
10974,58,36,1414,91
10975,58,37,1413,91
10976,58,38,1492,95
10977,58,39,1416,91
10978,58,40,2079,124
10979,58,41,622,57
10980,58,42,641,58
10981,58,43,649,59
10982,58,44,809,60
10983,58,45,615,57
10984,58,46,988,69
10985,58,47,1032,72
10986,58,48,2757,158
10987,58,49,2519,146
10988,58,50,362,42
10989,58,51,138,30
10990,58,52,189,33
10991,58,53,466,48
10992,58,54,365,42
10993,58,55,319,39
10994,58,56,162,31
10995,58,57,344,41
10996,58,59,1647,102
10997,58,60,1367,88
10998,58,61,1948,117
10999,58,62,1882,114
11000,58,63,2002,120
11001,58,64,1303,85
11002,58,65,1639,102
11003,58,66,648,59
11004,58,67,810,61
11005,58,68,551,53
11006,58,69,2566,148
11007,58,70,2462,143
11008,58,71,2299,135
11009,58,72,2685,154
11010,58,73,1278,84
11011,58,74,1403,90
11012,58,75,1440,92
11013,58,76,1454,93
11014,58,77,1475,94
11015,58,78,860,63
11016,58,79,864,63
11017,58,80,465,48
11018,58,81,470,48
11019,58,82,437,46
11020,58,83,454,47
11021,58,84,436,46
11022,58,85,990,69
11023,58,86,552,53
11024,58,87,543,53
11025,58,88,1268,83
11026,58,89,1375,89
11027,58,90,590,55
11028,58,91,1030,72
11029,58,92,456,47
11030,58,93,648,59
11031,58,94,632,58
11032,58,95,963,68
11033,58,96,1121,76
11034,58,97,446,47
11035,58,98,1088,74
11036,58,99,1191,80
11037,58,100,1029,71
11038,58,101,1115,76
11039,58,102,293,41
11040,58,103,1127,76
11041,58,104,1075,74
11042,58,105,987,69
11043,58,106,352,41
11044,58,107,1540,97
11045,58,108,1355,88
11046,58,109,1242,82
11047,58,110,1015,71
11048,58,111,986,69
11049,58,112,542,53
11050,58,113,542,53
11051,58,114,409,45
11052,58,115,1171,79
11053,58,116,1194,80
11054,58,117,1191,80
11055,58,118,1258,83
11056,58,119,1101,75
11057,58,120,757,65
11058,58,121,748,65
11059,58,122,631,58
11060,58,123,451,47
11061,58,124,743,65
11062,58,125,519,51
11063,58,126,527,52
11064,58,127,585,55
11065,58,128,850,62
11066,58,129,791,67
11067,58,130,1997,120
11068,58,131,1790,110
11069,58,132,2066,123
11070,58,133,2962,168
11071,58,134,3202,180
11072,58,135,1263,83
11073,58,136,985,69
11074,58,137,1440,92
11075,58,138,1251,83
11076,58,139,620,57
11077,58,140,872,64
11078,58,141,1074,74
11079,58,142,963,68
11080,58,143,475,48
11081,58,144,748,65
11082,58,145,669,60
11083,58,146,444,47
11084,58,147,481,49
11085,58,148,481,49
11086,58,149,1524,96
11087,58,150,1150,77
11088,58,151,1439,92
11089,58,152,1899,115
11090,58,153,1554,98
11091,58,154,1911,116
11092,58,155,1274,84
11093,58,156,1282,84
11094,58,157,1287,84
11095,58,158,1610,101
11096,58,159,1212,81
11097,58,160,1183,79
11098,58,161,912,66
11099,58,162,689,61
11100,58,163,1101,75
11101,58,164,293,41
11102,58,165,518,51
11103,58,166,336,40
11104,58,167,391,43
11105,58,168,1653,103
11106,58,169,1716,106
11107,58,170,2012,121
11108,58,171,1788,109
11109,58,172,2117,126
11110,58,173,2015,121
11111,58,174,1905,115
11112,58,175,1423,91
11113,58,176,1391,90
11114,58,177,930,67
11115,58,178,1499,95
11116,58,179,1811,111
11117,58,180,846,62
11118,58,181,822,61
11119,58,182,809,60
11120,58,183,849,62
11121,58,184,812,61
11122,58,185,770,66
11123,58,186,1020,71
11124,58,187,1207,80
11125,58,188,957,68
11126,58,189,1261,83
11127,58,190,1056,73
11128,58,191,1000,70
11129,58,192,1064,73
11130,58,193,860,63
11131,59,1,529,52
11132,59,2,478,49
11133,59,3,1975,119
11134,59,4,1975,119
11135,59,5,1783,109
11136,59,6,1741,107
11137,59,7,1279,84
11138,59,8,1411,91
11139,59,9,1460,93
11140,59,10,1224,81
11141,59,11,2264,133
11142,59,12,1876,114
11143,59,13,1800,110
11144,59,14,1712,106
11145,59,15,1741,107
11146,59,16,2104,125
11147,59,17,2077,124
11148,59,18,2124,126
11149,59,19,807,60
11150,59,20,786,67
11151,59,21,955,68
11152,59,22,531,52
11153,59,23,673,60
11154,59,24,597,56
11155,59,25,1085,74
11156,59,26,896,65
11157,59,27,705,62
11158,59,28,932,67
11159,59,29,846,62
11160,59,30,1556,98
11161,59,31,1375,89
11162,59,32,1387,89
11163,59,33,2140,127
11164,59,34,2269,133
11165,59,35,2267,133
11166,59,36,2389,139
11167,59,37,2274,134
11168,59,38,2490,145
11169,59,39,2514,146
11170,59,40,3188,179
11171,59,41,2112,126
11172,59,42,2109,125
11173,59,43,2163,128
