instance_id,schedule_id,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,aircraft_id,real_price
3896,20331,2025-06-07 21:30:00,2025-06-07 23:20:00,,,492,
3897,20788,2025-06-07 21:30:00,2025-06-07 22:35:00,,,275,
3898,20981,2025-06-07 21:30:00,2025-06-07 23:25:00,,,499,
3899,21390,2025-06-07 21:30:00,2025-06-07 23:25:00,,,357,
3900,21540,2025-06-07 21:30:00,2025-06-07 23:30:00,,,151,
3901,21601,2025-06-07 21:30:00,2025-06-07 23:20:00,,,116,
3902,22178,2025-06-07 21:30:00,2025-06-07 22:35:00,,,160,
3903,22683,2025-06-07 21:30:00,2025-06-07 23:05:00,,,246,
3904,23186,2025-06-07 21:30:00,2025-06-07 22:25:00,,,8,
3905,20257,2025-06-07 21:35:00,2025-06-07 23:35:00,,,204,
3906,20283,2025-06-07 21:35:00,2025-06-07 23:00:00,,,314,
3907,20316,2025-06-07 21:35:00,2025-06-07 22:35:00,,,280,
3908,20457,2025-06-07 21:35:00,2025-06-07 23:10:00,,,285,
3909,21604,2025-06-07 21:35:00,2025-06-07 23:40:00,,,57,
3910,22088,2025-06-07 21:35:00,2025-06-07 23:25:00,,,62,
3911,22443,2025-06-07 21:35:00,2025-06-07 23:55:00,,,4,
3912,23334,2025-06-07 21:35:00,2025-06-07 22:40:00,,,21,
3913,23858,2025-06-07 21:35:00,2025-06-07 22:35:00,,,1913,
3914,23890,2025-06-07 21:35:00,2025-06-07 22:35:00,,,1901,
3915,20333,2025-06-07 21:40:00,2025-06-08 00:00:00,,,1897,
3916,20364,2025-06-07 21:40:00,2025-06-07 22:45:00,,,1785,
3917,20737,2025-06-07 21:40:00,2025-06-07 23:15:00,,,1770,
3918,20880,2025-06-07 21:40:00,2025-06-07 23:10:00,,,1769,
3919,20971,2025-06-07 21:40:00,2025-06-07 23:00:00,,,1739,
3920,21346,2025-06-07 21:40:00,2025-06-07 23:35:00,,,391,
3921,21622,2025-06-07 21:40:00,2025-06-07 23:45:00,,,616,
3922,22154,2025-06-07 21:40:00,2025-06-07 23:45:00,,,362,
3923,22515,2025-06-07 21:40:00,2025-06-07 23:10:00,,,301,
3924,22941,2025-06-07 21:40:00,2025-06-07 23:30:00,,,513,
3925,23815,2025-06-07 21:40:00,2025-06-07 22:50:00,,,248,
3926,20033,2025-06-07 21:45:00,2025-06-07 23:25:00,,,488,
3927,20100,2025-06-07 21:45:00,2025-06-07 23:40:00,,,103,
3928,21103,2025-06-07 21:45:00,2025-06-07 23:20:00,,,252,
3929,22158,2025-06-07 21:45:00,2025-06-07 22:40:00,,,188,
3930,22162,2025-06-07 21:45:00,2025-06-07 23:05:00,,,222,
3931,22237,2025-06-07 21:45:00,2025-06-07 23:20:00,,,164,
3932,22347,2025-06-07 21:45:00,2025-06-07 23:40:00,,,86,
3933,23399,2025-06-07 21:45:00,2025-06-07 23:25:00,,,73,
3934,23744,2025-06-07 21:45:00,2025-06-07 23:35:00,,,1939,
3935,23835,2025-06-07 21:45:00,2025-06-08 00:00:00,,,1752,
3936,20926,2025-06-07 21:50:00,2025-06-07 23:55:00,,,1674,
3937,21018,2025-06-07 21:50:00,2025-06-07 23:45:00,,,1532,
3938,21092,2025-06-07 21:50:00,2025-06-07 23:30:00,,,1456,
3939,21140,2025-06-07 21:50:00,2025-06-07 23:30:00,,,1287,
3940,22505,2025-06-07 21:50:00,2025-06-07 23:25:00,,,388,
3941,23300,2025-06-07 21:50:00,2025-06-07 22:55:00,,,42,
3942,20413,2025-06-07 21:55:00,2025-06-07 23:40:00,,,65,
3943,20611,2025-06-07 21:55:00,2025-06-07 23:00:00,,,227,
3944,20819,2025-06-07 21:55:00,2025-06-07 23:50:00,,,318,
3945,20999,2025-06-07 21:55:00,2025-06-07 23:35:00,,,299,
3946,21363,2025-06-07 21:55:00,2025-06-07 23:25:00,,,251,
3947,21912,2025-06-07 21:55:00,2025-06-07 23:40:00,,,205,
3948,22129,2025-06-07 21:55:00,2025-06-07 23:00:00,,,168,
3949,23773,2025-06-07 21:55:00,2025-06-07 23:20:00,,,1936,
3950,20751,2025-06-07 22:00:00,2025-06-07 23:00:00,,,1914,
3951,21101,2025-06-07 22:00:00,2025-06-07 23:55:00,,,1870,
3952,22187,2025-06-07 22:00:00,2025-06-07 23:15:00,,,1868,
3953,22581,2025-06-07 22:00:00,2025-06-07 23:25:00,,,1857,
3954,23189,2025-06-07 22:00:00,2025-06-07 23:05:00,,,1829,
3955,23309,2025-06-07 22:00:00,2025-06-07 23:45:00,,,1768,
3956,23338,2025-06-07 22:00:00,2025-06-07 23:45:00,,,1660,
3957,23750,2025-06-07 22:00:00,2025-06-07 23:45:00,,,1389,
3958,20124,2025-06-07 22:05:00,2025-06-07 23:25:00,,,260,
3959,20159,2025-06-07 22:05:00,2025-06-07 23:25:00,,,317,
3960,20639,2025-06-07 22:05:00,2025-06-07 23:05:00,,,342,
3961,20808,2025-06-07 22:05:00,2025-06-07 23:45:00,,,181,
3962,20867,2025-06-07 22:05:00,2025-06-07 23:15:00,,,123,
3963,20910,2025-06-07 22:05:00,2025-06-07 23:50:00,,,210,
3964,22152,2025-06-07 22:05:00,2025-06-07 23:05:00,,,136,
3965,22608,2025-06-07 22:05:00,2025-06-07 23:00:00,,,155,
3966,23009,2025-06-07 22:05:00,2025-06-07 23:30:00,,,1886,
3967,23062,2025-06-07 22:05:00,2025-06-07 23:35:00,,,1855,
3968,23490,2025-06-07 22:05:00,2025-06-07 23:45:00,,,1825,
3969,22952,2025-06-07 22:10:00,2025-06-07 23:30:00,,,1817,
3970,23378,2025-06-07 22:10:00,2025-06-07 23:50:00,,,1702,
3971,20832,2025-06-07 22:15:00,2025-06-07 23:30:00,,,1626,
3972,21355,2025-06-07 22:15:00,2025-06-07 23:15:00,,,1505,
3973,23417,2025-06-07 22:15:00,2025-06-07 23:35:00,,,1471,
3974,23720,2025-06-07 22:15:00,2025-06-07 23:50:00,,,491,
3975,20915,2025-06-07 22:20:00,2025-06-07 23:10:00,,,510,
3976,22837,2025-06-07 22:20:00,2025-06-07 23:55:00,,,438,
3977,23866,2025-06-07 22:20:00,2025-06-07 23:50:00,,,235,
3978,20544,2025-06-07 22:25:00,2025-06-07 23:20:00,,,239,
3979,21116,2025-06-07 22:25:00,2025-06-07 23:55:00,,,265,
3980,22249,2025-06-07 22:25:00,2025-06-08 00:00:00,,,329,
3981,22739,2025-06-07 22:25:00,2025-06-08 00:00:00,,,24,
3982,23832,2025-06-07 22:25:00,2025-06-07 23:20:00,,,187,
3983,23968,2025-06-07 22:25:00,2025-06-07 23:20:00,,,1786,
3984,22830,2025-06-07 22:30:00,2025-06-07 23:40:00,,,1780,
3985,20148,2025-06-07 22:35:00,2025-06-07 23:40:00,,,1689,
3986,20726,2025-06-07 22:35:00,2025-06-07 23:25:00,,,436,
3987,20862,2025-06-07 22:35:00,2025-06-07 23:50:00,,,226,
3988,22930,2025-06-07 22:35:00,2025-06-07 23:25:00,,,548,
3989,23154,2025-06-07 22:35:00,2025-06-07 23:40:00,,,294,
3990,23184,2025-06-07 22:35:00,2025-06-07 23:40:00,,,75,
3991,20761,2025-06-07 22:40:00,2025-06-07 23:30:00,,,218,
3992,20801,2025-06-07 22:40:00,2025-06-07 23:50:00,,,484,
3993,22705,2025-06-07 22:40:00,2025-06-08 00:00:00,,,220,
3994,23181,2025-06-07 22:40:00,2025-06-07 23:55:00,,,264,
3995,20722,2025-06-07 22:45:00,2025-06-07 23:40:00,,,15,
3996,22324,2025-06-07 22:45:00,2025-06-07 23:50:00,,,149,
3997,21413,2025-06-07 22:50:00,2025-06-07 23:40:00,,,1919,
3998,21605,2025-06-07 22:50:00,2025-06-08 00:00:00,,,1887,
3999,20237,2025-06-07 23:05:00,2025-06-08 00:00:00,,,1880,
4000,22448,2025-06-07 23:10:00,2025-06-07 23:55:00,,,1848,
4001,24073,2025-06-08 00:00:00,2025-06-08 01:15:00,,,1759,
4002,24246,2025-06-08 00:00:00,2025-06-08 02:40:00,,,633,
4003,24286,2025-06-08 00:00:00,2025-06-08 02:20:00,,,176,
4004,24740,2025-06-08 00:00:00,2025-06-08 00:50:00,,,85,
4005,24759,2025-06-08 00:00:00,2025-06-08 01:10:00,,,228,
4006,25055,2025-06-08 00:00:00,2025-06-08 01:25:00,,,334,
4007,25196,2025-06-08 00:00:00,2025-06-08 02:50:00,,,408,
4008,26019,2025-06-08 00:00:00,2025-06-08 02:50:00,,,9,
4009,26028,2025-06-08 00:00:00,2025-06-08 02:55:00,,,261,
4010,26275,2025-06-08 00:00:00,2025-06-08 03:35:00,,,315,
4011,26407,2025-06-08 00:00:00,2025-06-08 02:00:00,,,416,
4012,26605,2025-06-08 00:00:00,2025-06-08 04:10:00,,,145,
4013,26653,2025-06-08 00:00:00,2025-06-08 02:30:00,,,198,
4014,26855,2025-06-08 00:00:00,2025-06-08 02:25:00,,,258,
4015,26961,2025-06-08 00:00:00,2025-06-08 01:20:00,,,89,
4016,27413,2025-06-08 00:00:00,2025-06-08 02:25:00,,,25,
4017,27814,2025-06-08 00:00:00,2025-06-08 02:05:00,,,266,
4018,27819,2025-06-08 00:00:00,2025-06-08 02:50:00,,,134,
4019,24204,2025-06-08 00:05:00,2025-06-08 04:10:00,,,34,
4020,24447,2025-06-08 00:05:00,2025-06-08 01:35:00,,,144,
4021,24885,2025-06-08 00:05:00,2025-06-08 02:15:00,,,219,
4022,24910,2025-06-08 00:05:00,2025-06-08 02:50:00,,,178,
4023,25523,2025-06-08 00:05:00,2025-06-08 02:45:00,,,1915,
4024,25612,2025-06-08 00:05:00,2025-06-08 01:55:00,,,1902,
4025,25901,2025-06-08 00:05:00,2025-06-08 04:00:00,,,1851,
4026,25946,2025-06-08 00:05:00,2025-06-08 01:30:00,,,1821,
4027,26075,2025-06-08 00:05:00,2025-06-08 05:15:00,,,1663,
4028,26175,2025-06-08 00:05:00,2025-06-08 01:05:00,,,1594,
4029,26305,2025-06-08 00:05:00,2025-06-08 03:00:00,,,257,
4030,26659,2025-06-08 00:05:00,2025-06-08 02:45:00,,,372,
4031,27176,2025-06-08 00:05:00,2025-06-08 01:40:00,,,493,
4032,27240,2025-06-08 00:05:00,2025-06-08 02:00:00,,,276,
4033,27717,2025-06-08 00:05:00,2025-06-08 02:30:00,,,72,
4034,24082,2025-06-08 00:10:00,2025-06-08 03:05:00,,,561,
4035,24143,2025-06-08 00:10:00,2025-06-08 01:15:00,,,194,
4036,24466,2025-06-08 00:10:00,2025-06-08 02:35:00,,,389,
4037,24710,2025-06-08 00:10:00,2025-06-08 02:30:00,,,393,
4038,24746,2025-06-08 00:10:00,2025-06-08 04:15:00,,,143,
4039,24982,2025-06-08 00:10:00,2025-06-08 01:55:00,,,274,
4040,26006,2025-06-08 00:10:00,2025-06-08 02:20:00,,,448,
4041,26229,2025-06-08 00:10:00,2025-06-08 02:40:00,,,191,
4042,26256,2025-06-08 00:10:00,2025-06-08 01:50:00,,,293,
4043,26416,2025-06-08 00:10:00,2025-06-08 02:30:00,,,337,
4044,26423,2025-06-08 00:10:00,2025-06-08 02:35:00,,,27,
4045,26547,2025-06-08 00:10:00,2025-06-08 02:40:00,,,445,
4046,26604,2025-06-08 00:10:00,2025-06-08 02:05:00,,,179,
4047,26875,2025-06-08 00:10:00,2025-06-08 01:10:00,,,63,
4048,27116,2025-06-08 00:10:00,2025-06-08 01:25:00,,,322,
4049,27355,2025-06-08 00:10:00,2025-06-08 03:35:00,,,423,
4050,27737,2025-06-08 00:10:00,2025-06-08 01:35:00,,,88,
4051,27915,2025-06-08 00:10:00,2025-06-08 02:15:00,,,106,
4052,24079,2025-06-08 00:15:00,2025-06-08 02:05:00,,,197,
4053,24152,2025-06-08 00:15:00,2025-06-08 01:10:00,,,1876,
4054,24222,2025-06-08 00:15:00,2025-06-08 02:35:00,,,1813,
4055,24289,2025-06-08 00:15:00,2025-06-08 01:40:00,,,1776,
4056,24414,2025-06-08 00:15:00,2025-06-08 01:30:00,,,1677,
4057,24762,2025-06-08 00:15:00,2025-06-08 03:40:00,,,339,
4058,25504,2025-06-08 00:15:00,2025-06-08 02:10:00,,,312,
4059,25555,2025-06-08 00:15:00,2025-06-08 02:10:00,,,456,
4060,25771,2025-06-08 00:15:00,2025-06-08 02:35:00,,,469,
4061,25843,2025-06-08 00:15:00,2025-06-08 02:05:00,,,98,
4062,26246,2025-06-08 00:15:00,2025-06-08 02:45:00,,,122,
4063,26385,2025-06-08 00:15:00,2025-06-08 02:15:00,,,225,
4064,26386,2025-06-08 00:15:00,2025-06-08 02:15:00,,,95,
4065,26828,2025-06-08 00:15:00,2025-06-08 01:45:00,,,121,
4066,27124,2025-06-08 00:15:00,2025-06-08 01:40:00,,,112,
4067,27296,2025-06-08 00:15:00,2025-06-08 02:30:00,,,173,
4068,27524,2025-06-08 00:15:00,2025-06-08 01:20:00,,,142,
4069,27718,2025-06-08 00:15:00,2025-06-08 02:40:00,,,1925,
4070,24062,2025-06-08 00:20:00,2025-06-08 01:15:00,,,1903,
4071,24563,2025-06-08 00:20:00,2025-06-08 02:55:00,,,1790,
4072,24959,2025-06-08 00:20:00,2025-06-08 02:20:00,,,1722,
4073,25045,2025-06-08 00:20:00,2025-06-08 02:15:00,,,1595,
4074,25077,2025-06-08 00:20:00,2025-06-08 01:10:00,,,691,
4075,25199,2025-06-08 00:20:00,2025-06-08 01:15:00,,,59,
4076,25385,2025-06-08 00:20:00,2025-06-08 02:05:00,,,420,
4077,26070,2025-06-08 00:20:00,2025-06-08 02:20:00,,,327,
4078,26157,2025-06-08 00:20:00,2025-06-08 03:50:00,,,479,
4079,26396,2025-06-08 00:20:00,2025-06-08 02:20:00,,,268,
4080,26802,2025-06-08 00:20:00,2025-06-08 03:20:00,,,208,
4081,27476,2025-06-08 00:20:00,2025-06-08 04:00:00,,,537,
4082,27531,2025-06-08 00:20:00,2025-06-08 01:55:00,,,503,
4083,27591,2025-06-08 00:20:00,2025-06-08 03:55:00,,,23,
4084,27856,2025-06-08 00:20:00,2025-06-08 02:50:00,,,44,
4085,27977,2025-06-08 00:20:00,2025-06-08 03:10:00,,,78,
4086,24092,2025-06-08 00:25:00,2025-06-08 02:00:00,,,55,
4087,24371,2025-06-08 00:25:00,2025-06-08 01:15:00,,,229,
4088,24846,2025-06-08 00:25:00,2025-06-08 02:20:00,,,131,
4089,25558,2025-06-08 00:25:00,2025-06-08 02:20:00,,,43,
4090,25826,2025-06-08 00:25:00,2025-06-08 02:25:00,,,92,
4091,26185,2025-06-08 00:25:00,2025-06-08 02:30:00,,,1934,
4092,26257,2025-06-08 00:25:00,2025-06-08 03:40:00,,,1909,
4093,26523,2025-06-08 00:25:00,2025-06-08 02:55:00,,,1894,
4094,26610,2025-06-08 00:25:00,2025-06-08 02:45:00,,,615,
4095,26672,2025-06-08 00:25:00,2025-06-08 03:20:00,,,496,
4096,27253,2025-06-08 00:25:00,2025-06-08 01:45:00,,,382,
4097,27697,2025-06-08 00:25:00,2025-06-08 05:25:00,,,453,
4098,27739,2025-06-08 00:25:00,2025-06-08 03:45:00,,,231,
4099,24260,2025-06-08 00:30:00,2025-06-08 02:00:00,,,167,
4100,24330,2025-06-08 00:30:00,2025-06-08 02:25:00,,,429,
4101,24336,2025-06-08 00:30:00,2025-06-08 02:05:00,,,425,
4102,24856,2025-06-08 00:30:00,2025-06-08 02:55:00,,,84,
4103,25607,2025-06-08 00:30:00,2025-06-08 04:30:00,,,269,
4104,25720,2025-06-08 00:30:00,2025-06-08 03:10:00,,,69,
4105,26243,2025-06-08 00:30:00,2025-06-08 02:35:00,,,100,
4106,26677,2025-06-08 00:30:00,2025-06-08 06:15:00,,,347,
4107,26697,2025-06-08 00:30:00,2025-06-08 01:40:00,,,403,
4108,26839,2025-06-08 00:30:00,2025-06-08 01:50:00,,,180,
4109,27668,2025-06-08 00:30:00,2025-06-08 02:25:00,,,6,
4110,24114,2025-06-08 00:35:00,2025-06-08 01:30:00,,,467,
4111,24226,2025-06-08 00:35:00,2025-06-08 02:30:00,,,83,
4112,24293,2025-06-08 00:35:00,2025-06-08 02:40:00,,,426,
4113,24415,2025-06-08 00:35:00,2025-06-08 01:50:00,,,625,
4114,24597,2025-06-08 00:35:00,2025-06-08 03:25:00,,,316,
4115,24651,2025-06-08 00:35:00,2025-06-08 01:35:00,,,454,
4116,24828,2025-06-08 00:35:00,2025-06-08 01:45:00,,,49,
4117,24857,2025-06-08 00:35:00,2025-06-08 03:45:00,,,13,
4118,24862,2025-06-08 00:35:00,2025-06-08 03:50:00,,,115,
4119,25395,2025-06-08 00:35:00,2025-06-08 03:15:00,,,242,
4120,25573,2025-06-08 00:35:00,2025-06-08 05:30:00,,,336,
4121,26021,2025-06-08 00:35:00,2025-06-08 03:00:00,,,349,
4122,26045,2025-06-08 00:35:00,2025-06-08 03:15:00,,,1938,
4123,26381,2025-06-08 00:35:00,2025-06-08 02:45:00,,,1864,
4124,26809,2025-06-08 00:35:00,2025-06-08 03:15:00,,,605,
4125,27498,2025-06-08 00:35:00,2025-06-08 02:35:00,,,216,
4126,27712,2025-06-08 00:35:00,2025-06-08 01:45:00,,,549,
4127,27747,2025-06-08 00:35:00,2025-06-08 03:50:00,,,602,
4128,24636,2025-06-08 00:40:00,2025-06-08 02:05:00,,,568,
4129,24650,2025-06-08 00:40:00,2025-06-08 01:40:00,,,463,
4130,24738,2025-06-08 00:40:00,2025-06-08 04:50:00,,,396,
4131,24754,2025-06-08 00:40:00,2025-06-08 01:30:00,,,412,
4132,24771,2025-06-08 00:40:00,2025-06-08 01:40:00,,,267,
4133,24795,2025-06-08 00:40:00,2025-06-08 04:35:00,,,120,
4134,24896,2025-06-08 00:40:00,2025-06-08 02:05:00,,,379,
4135,25086,2025-06-08 00:40:00,2025-06-08 03:55:00,,,97,
4136,25402,2025-06-08 00:40:00,2025-06-08 02:15:00,,,175,
4137,25408,2025-06-08 00:40:00,2025-06-08 03:30:00,,,1642,
4138,25485,2025-06-08 00:40:00,2025-06-08 01:40:00,,,1523,
4139,25505,2025-06-08 00:40:00,2025-06-08 01:50:00,,,288,
4140,27293,2025-06-08 00:40:00,2025-06-08 02:20:00,,,733,
4141,27958,2025-06-08 00:40:00,2025-06-08 02:30:00,,,232,
4142,24004,2025-06-08 00:45:00,2025-06-08 02:00:00,,,32,
4143,24029,2025-06-08 00:45:00,2025-06-08 02:00:00,,,217,
4144,24035,2025-06-08 00:45:00,2025-06-08 02:35:00,,,273,
4145,24099,2025-06-08 00:45:00,2025-06-08 02:35:00,,,77,
4146,24692,2025-06-08 00:45:00,2025-06-08 03:00:00,,,159,
4147,24694,2025-06-08 00:45:00,2025-06-08 03:00:00,,,170,
4148,25069,2025-06-08 00:45:00,2025-06-08 02:45:00,,,270,
4149,26838,2025-06-08 00:45:00,2025-06-08 04:05:00,,,81,
4150,27263,2025-06-08 00:45:00,2025-06-08 02:50:00,,,1871,
4151,24134,2025-06-08 00:50:00,2025-06-08 01:45:00,,,1795,
4152,24263,2025-06-08 00:50:00,2025-06-08 02:20:00,,,305,
4153,24316,2025-06-08 00:50:00,2025-06-08 03:55:00,,,614,
4154,24352,2025-06-08 00:50:00,2025-06-08 05:35:00,,,481,
4155,24614,2025-06-08 00:50:00,2025-06-08 04:20:00,,,476,
4156,25082,2025-06-08 00:50:00,2025-06-08 04:05:00,,,649,
4157,25190,2025-06-08 00:50:00,2025-06-08 02:15:00,,,304,
4158,25527,2025-06-08 00:50:00,2025-06-08 02:40:00,,,214,
4159,26069,2025-06-08 00:50:00,2025-06-08 02:50:00,,,575,
4160,26295,2025-06-08 00:50:00,2025-06-08 04:05:00,,,577,
4161,26469,2025-06-08 00:50:00,2025-06-08 05:05:00,,,212,
4162,26642,2025-06-08 00:50:00,2025-06-08 02:30:00,,,281,
4163,27585,2025-06-08 00:50:00,2025-06-08 03:10:00,,,163,
4164,24043,2025-06-08 00:55:00,2025-06-08 04:10:00,,,508,
4165,24638,2025-06-08 00:55:00,2025-06-08 02:30:00,,,375,
4166,24700,2025-06-08 00:55:00,2025-06-08 02:10:00,,,186,
4167,24821,2025-06-08 00:55:00,2025-06-08 03:40:00,,,230,
4168,24995,2025-06-08 00:55:00,2025-06-08 02:10:00,,,128,
4169,25270,2025-06-08 00:55:00,2025-06-08 04:00:00,,,290,
4170,25399,2025-06-08 00:55:00,2025-06-08 03:40:00,,,79,
4171,26033,2025-06-08 00:55:00,2025-06-08 03:45:00,,,105,
4172,26705,2025-06-08 00:55:00,2025-06-08 02:05:00,,,1900,
4173,26719,2025-06-08 00:55:00,2025-06-08 02:05:00,,,766,
4174,26811,2025-06-08 00:55:00,2025-06-08 03:45:00,,,470,
4175,27377,2025-06-08 00:55:00,2025-06-08 03:00:00,,,498,
4176,27579,2025-06-08 00:55:00,2025-06-08 03:10:00,,,550,
4177,27592,2025-06-08 00:55:00,2025-06-08 04:30:00,,,666,
4178,27761,2025-06-08 00:55:00,2025-06-08 04:30:00,,,471,
4179,24067,2025-06-08 01:00:00,2025-06-08 02:00:00,,,129,
4180,24379,2025-06-08 01:00:00,2025-06-08 02:15:00,,,209,
4181,24487,2025-06-08 01:00:00,2025-06-08 04:40:00,,,485,
4182,24777,2025-06-08 01:00:00,2025-06-08 02:00:00,,,415,
4183,24808,2025-06-08 01:00:00,2025-06-08 02:25:00,,,409,
4184,24854,2025-06-08 01:00:00,2025-06-08 03:25:00,,,113,
4185,24894,2025-06-08 01:00:00,2025-06-08 02:10:00,,,184,
4186,24919,2025-06-08 01:00:00,2025-06-08 04:30:00,,,868,
4187,24937,2025-06-08 01:00:00,2025-06-08 02:45:00,,,332,
4188,25438,2025-06-08 01:00:00,2025-06-08 04:00:00,,,737,
4189,26044,2025-06-08 01:00:00,2025-06-08 04:00:00,,,461,
4190,26142,2025-06-08 01:00:00,2025-06-08 03:05:00,,,777,
4191,26426,2025-06-08 01:00:00,2025-06-08 02:35:00,,,755,
4192,26987,2025-06-08 01:00:00,2025-06-08 03:30:00,,,560,
4193,27001,2025-06-08 01:00:00,2025-06-08 02:25:00,,,626,
4194,27522,2025-06-08 01:00:00,2025-06-08 04:00:00,,,272,
4195,27955,2025-06-08 01:00:00,2025-06-08 02:50:00,,,377,
4196,24392,2025-06-08 01:05:00,2025-06-08 03:05:00,,,411,
4197,24981,2025-06-08 01:05:00,2025-06-08 02:50:00,,,26,
4198,24987,2025-06-08 01:05:00,2025-06-08 02:45:00,,,367,
4199,25169,2025-06-08 01:05:00,2025-06-08 04:20:00,,,256,
4200,25486,2025-06-08 01:05:00,2025-06-08 02:05:00,,,520,
4201,25588,2025-06-08 01:05:00,2025-06-08 04:40:00,,,193,
4202,25700,2025-06-08 01:05:00,2025-06-08 02:55:00,,,405,
4203,25932,2025-06-08 01:05:00,2025-06-08 03:05:00,,,428,
4204,26066,2025-06-08 01:05:00,2025-06-08 02:30:00,,,253,
4205,26311,2025-06-08 01:05:00,2025-06-08 03:50:00,,,130,
4206,26327,2025-06-08 01:05:00,2025-06-08 02:05:00,,,1895,
4207,26539,2025-06-08 01:05:00,2025-06-08 03:20:00,,,1862,
4208,27070,2025-06-08 01:05:00,2025-06-08 04:00:00,,,1852,
4209,27133,2025-06-08 01:05:00,2025-06-08 03:10:00,,,1834,
4210,27375,2025-06-08 01:05:00,2025-06-08 07:20:00,,,803,
4211,27789,2025-06-08 01:05:00,2025-06-08 05:25:00,,,282,
4212,24240,2025-06-08 01:10:00,2025-06-08 02:45:00,,,277,
4213,24325,2025-06-08 01:10:00,2025-06-08 02:10:00,,,340,
4214,24402,2025-06-08 01:10:00,2025-06-08 03:40:00,,,738,
4215,24986,2025-06-08 01:10:00,2025-06-08 03:20:00,,,407,
4216,25004,2025-06-08 01:10:00,2025-06-08 05:25:00,,,414,
4217,25117,2025-06-08 01:10:00,2025-06-08 02:10:00,,,447,
4218,25162,2025-06-08 01:10:00,2025-06-08 03:35:00,,,158,
4219,25489,2025-06-08 01:10:00,2025-06-08 06:35:00,,,387,
4220,25636,2025-06-08 01:10:00,2025-06-08 05:00:00,,,291,
4221,25894,2025-06-08 01:10:00,2025-06-08 02:20:00,,,478,
4222,26711,2025-06-08 01:10:00,2025-06-08 04:10:00,,,509,
4223,26964,2025-06-08 01:10:00,2025-06-08 03:30:00,,,33,
4224,26986,2025-06-08 01:10:00,2025-06-08 04:20:00,,,118,
4225,26993,2025-06-08 01:10:00,2025-06-08 03:20:00,,,135,
4226,24188,2025-06-08 01:15:00,2025-06-08 05:05:00,,,74,
4227,24291,2025-06-08 01:15:00,2025-06-08 02:40:00,,,1890,
4228,24338,2025-06-08 01:15:00,2025-06-08 03:20:00,,,710,
4229,24450,2025-06-08 01:15:00,2025-06-08 03:35:00,,,669,
4230,24685,2025-06-08 01:15:00,2025-06-08 02:05:00,,,201,
4231,25166,2025-06-08 01:15:00,2025-06-08 03:35:00,,,64,
4232,25243,2025-06-08 01:15:00,2025-06-08 02:50:00,,,169,
4233,26154,2025-06-08 01:15:00,2025-06-08 04:00:00,,,310,
4234,26170,2025-06-08 01:15:00,2025-06-08 06:40:00,,,325,
4235,26472,2025-06-08 01:15:00,2025-06-08 04:55:00,,,528,
4236,26586,2025-06-08 01:15:00,2025-06-08 03:50:00,,,243,
4237,26833,2025-06-08 01:15:00,2025-06-08 02:35:00,,,501,
4238,26902,2025-06-08 01:15:00,2025-06-08 02:30:00,,,652,
4239,27076,2025-06-08 01:15:00,2025-06-08 03:45:00,,,794,
4240,27140,2025-06-08 01:15:00,2025-06-08 02:10:00,,,620,
4241,27145,2025-06-08 01:15:00,2025-06-08 06:00:00,,,99,
4242,27320,2025-06-08 01:15:00,2025-06-08 04:45:00,,,449,
4243,27622,2025-06-08 01:15:00,2025-06-08 04:10:00,,,583,
4244,27983,2025-06-08 01:15:00,2025-06-08 03:35:00,,,373,
4245,24046,2025-06-08 01:20:00,2025-06-08 02:15:00,,,383,
4246,24135,2025-06-08 01:20:00,2025-06-08 02:15:00,,,432,
4247,24141,2025-06-08 01:20:00,2025-06-08 04:40:00,,,474,
4248,24190,2025-06-08 01:20:00,2025-06-08 04:55:00,,,223,
4249,24192,2025-06-08 01:20:00,2025-06-08 04:55:00,,,344,
4250,24353,2025-06-08 01:20:00,2025-06-08 06:05:00,,,107,
4251,25064,2025-06-08 01:20:00,2025-06-08 03:15:00,,,844,
4252,25087,2025-06-08 01:20:00,2025-06-08 04:25:00,,,279,
4253,25383,2025-06-08 01:20:00,2025-06-08 04:50:00,,,581,
4254,25625,2025-06-08 01:20:00,2025-06-08 03:35:00,,,133,
4255,26053,2025-06-08 01:20:00,2025-06-08 03:55:00,,,435,
4256,26611,2025-06-08 01:20:00,2025-06-08 02:25:00,,,558,
4257,26633,2025-06-08 01:20:00,2025-06-08 04:35:00,,,406,
4258,26683,2025-06-08 01:20:00,2025-06-08 03:45:00,,,31,
4259,27038,2025-06-08 01:20:00,2025-06-08 06:25:00,,,111,
4260,27408,2025-06-08 01:20:00,2025-06-08 03:10:00,,,141,
4261,27570,2025-06-08 01:20:00,2025-06-08 04:55:00,,,20,
4262,27779,2025-06-08 01:20:00,2025-06-08 03:10:00,,,410,
4263,24569,2025-06-08 01:25:00,2025-06-08 05:40:00,,,247,
4264,24949,2025-06-08 01:25:00,2025-06-08 03:00:00,,,331,
4265,25306,2025-06-08 01:25:00,2025-06-08 03:35:00,,,545,
4266,25733,2025-06-08 01:25:00,2025-06-08 03:25:00,,,574,
4267,25787,2025-06-08 01:25:00,2025-06-08 04:05:00,,,489,
4268,25909,2025-06-08 01:25:00,2025-06-08 03:30:00,,,439,
4269,26090,2025-06-08 01:25:00,2025-06-08 03:45:00,,,390,
4270,26459,2025-06-08 01:25:00,2025-06-08 05:20:00,,,365,
